Stock,Availability,Shape,Weight,Color,Clarity,Cut,Polish,Symmetry,FluorescenceColor,FluorescenceIntensity,Measurements,Lab,Certificate,Rap,Discount,percarat,FancyColor,FancyColorIntensity,FancyColorOvertone,Depth,Table,GirdleThin,GirdleThick,Girdle,GirdleCondition,CuletSize,CuletCondition,CrownHeight,CrownAngle,PavilionDepth,PavilionAngle,Country,DiamondImage,VIDEO,CertPDFUrl,Heartimage,ArrowImage,AssetImage,Keytosymbols,Shade,BlackInclusion,Milky,EyeClean,Origin,Certi Comment,Table Inc.,Table Black,Table Open,Side Inc.,Side Black,Side Open,Girdle Open,Pavallion Open
273162,Subject to Prior Sale,ROUND,1.0,H,VVS2,EX,EX,EX,,VSL,6.400 - 6.340 X 3.960,IGI,564379996,8300.0,58.0,3486.0,NONE,NONE,NONE,62.1,61.0,Medium,Slightly Thick (Faceted),4.0,,,,13.5,34.2,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/K131-273162/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K131-273162,https://thnk18.azureedge.net/img/CertImages/564379996.jpg,,,,,NONE,NONE,NONE,100.0,-,N/A,MINOR CRYSTAL,NONE,NONE,MINOR FEATHER,PIN POINT BLK,NONE,HAIR LINE,NONE
273170,Subject to Prior Sale,ROUND,1.22,I,VVS1,EX,EX,EX,,VSL,6.880 - 6.830 X 4.220,IGI,564379995,7400.0,54.0,3404.0,NONE,NONE,NONE,61.5,59.5,MEDIUM (FACETED) ,,3.0,,NON,,14.0,34.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/K126-273170/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K126-273170,https://thnk18.azureedge.net/img/CertImages/564379995.jpg,,,,,INSPECTION ADVISABLE,NONE,NONE,100.0,-,IDEAL CUT ROUND BRILLIANT,MEDIUM PINPOINT,NONE,NONE,NONE,NONE,NONE,NONE,NONE
273171,Subject to Prior Sale,TRAPEZ,0.5,D,VS1,,EX,VG,,NON,3.910 - 6.530 X 2.200,GIA,6451814942,3200.0,22.0,2496.0,NONE,NONE,NONE,33.6,70.0,THN,MED,0.0,POLISHED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K409-273171/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K409-273171,https://thnk18.azureedge.net/img/CertImages/6451814942.jpg,,,,CRYSTAL  NEEDLE  PINPOINT,NONE,PIN POINT BLK,NONE,100.0,-,,MINOR CRYSTAL,PIN POINT BLK,SMALL OPEN,NONE,PIN POINT BLK,NONE,NONE,NONE
273197,Subject to Prior Sale,ROUND,0.6,E,SI2,EX,EX,EX,,NON,5.460 - 5.420 X 3.280,GIA,7458870889,2200.0,37.0,1386.0,NONE,NONE,NONE,60.2,60.0,STK,,4.0,FACETED,NON,,13.0,33.0,43.0,40.8,MUM,https://thnk18.azureedge.net/img/images/imaged/K131-273197/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K131-273197,https://thnk18.azureedge.net/img/CertImages/7458870889.jpg,,,,CRYSTAL  CLOUD  CAVITY,NONE,MINOR BLK,NONE,85.0,-,,MINOR CLOUD,MINOR BLK,NONE,MINOR FEATHER,MEDIUM BLK,NONE,NONE,SMALL OPEN
273199,Subject to Prior Sale,ROUND,0.51,F,SI1,EX,EX,EX,,NON,5.200 - 5.180 X 3.120,GIA,6455815528,2600.0,35.0,1690.0,NONE,NONE,NONE,60.1,61.0,MED,STK,3.5,Faceted,NON,,13.0,33.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/K427-273199/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K427-273199,https://thnk18.azureedge.net/img/CertImages/6455815528.jpg,,,,Feather  Crystal,NONE,MINOR BLK,NONE,90.0,-,,MEDIUM FEATHER,MINOR BLK,NONE,MINOR FEATHER,NONE,NONE,NONE,NONE
273233,Subject to Prior Sale,OVAL,1.53,I,SI2,,EX,VG,,NON,9.870 - 6.240 X 3.890,GIA,3455827713,6000.0,35.0,3900.0,NONE,NONE,NONE,62.3,60.0,THN,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K405-273233/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K405-273233,https://thnk18.azureedge.net/img/CertImages/3455827713.jpg,,,,FEATHER  TWINNING WISP  INDENTED NATURAL,NONE,PIN POINT BLK,NONE,80.0,-,CLOUDS ARE NOT SHOWN. SURFACE GRAINING IS NOT SHOWN.,MEDIUM SPREADED,PIN POINT BLK,NONE,MEDIUM FEATHER,PIN POINT BLK,HAIR LINE,SMALL OPEN,NONE
273235,Subject to Prior Sale,OVAL,1.7,D,SI2,,VG,VG,BLUE,MED,9.080 - 6.630 X 4.230,GIA,1453871153,8100.0,43.5,4576.5,NONE,NONE,NONE,63.8,64.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K424-273235/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K424-273235,https://thnk18.azureedge.net/img/CertImages/1453871153.jpg,,,,TWINNING WISP  CRYSTAL  FEATHER  NEEDLE  INDENTED NATURAL  NATURAL,NONE,MINOR BLK,NONE,80.0,-,ADDITIONAL TWINNING WISPS  CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MINOR SPREADED,MINOR BLK,NONE,MEDIUM FEATHER,MEDIUM BLK,SMALL OPEN,MEDIUM OPEN,HAIR LINE
273239,Subject to Prior Sale,PEAR,1.7,F,SI2,,EX,VG,,NON,10.250 - 6.650 X 4.070,GIA,6451827747,7400.0,28.0,5328.0,NONE,NONE,NONE,61.3,58.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K424-273239/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K424-273239,https://thnk18.azureedge.net/img/CertImages/6451827747.jpg,,,,FEATHER  CRYSTAL,INSPECTION ADVISABLE,MINOR BLK,NONE,80.0,-,PINPOINTS ARE NOT SHOWN. INTERNAL GRAINING IS NOT SHOWN.,MINOR FEATHER,MINOR BLK,HAIR LINE,MEDIUM FEATHER,MEDIUM BLK,SMALL OPEN,NONE,HAIR LINE
273245,Subject to Prior Sale,PEAR,2.01,E,SI1,,EX,VG,BLUE,STG,11.420 - 7.120 X 4.050,GIA,6452871312,13500.0,53.0,6345.0,NONE,NONE,NONE,56.9,61.0,THN,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K136-273245/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K136-273245,https://thnk18.azureedge.net/img/CertImages/6452871312.jpg,,,,CRYSTAL  CLOUD  NEEDLE,NONE,MEDIUM BLK,NONE,90.0,-,ADDITIONAL CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MINOR CLOUD,MEDIUM BLK,NONE,NONE,NONE,NONE,NONE,NONE
273254,Subject to Prior Sale,ROUND,2.0,K,VVS1,EX,EX,EX,,NON,8.040 - 8.000 X 4.980,IGI,564380028,10200.0,59.0,4182.0,NONE,NONE,NONE,62.1,58.5,Medium,Slightly Thick (Faceted),3.0,,,,15.5,36.6,43.0,40.9,MUM,https://thnk18.azureedge.net/img/images/imaged/K128-273254/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K128-273254,https://thnk18.azureedge.net/img/CertImages/564380028.jpg,,,,,MIX TINGE 1,NONE,NONE,100.0,-,N/A,MEDIUM PINPOINT,NONE,NONE,MINOR FEATHER,NONE,NONE,NONE,NONE
273257,Subject to Prior Sale,ROUND,0.45,D,FL,EX,EX,EX,,NON,4.910 - 4.880 X 3.050,GIA,7451815540,4700.0,23.0,3619.0,NONE,NONE,NONE,62.3,57.0,MED,STK,4.0,Faceted,NON,,15.0,34.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K425-273257/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K425-273257,https://thnk18.azureedge.net/img/CertImages/7451815540.jpg,,,,,NONE,NONE,NONE,100.0,-,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
273271,Subject to Prior Sale,OVAL,1.5,K,SI2,,EX,VG,,NON,8.900 - 6.390 X 4.090,GIA,7458871133,4200.0,62.5,1575.0,NONE,NONE,NONE,63.9,57.0,STK,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K428-273271/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K428-273271,https://thnk18.azureedge.net/img/CertImages/7458871133.jpg,,,,CRYSTAL  CLOUD  FEATHER  NEEDLE  INDENTED NATURAL  NATURAL,MIX TINGE 1,MINOR BLK,NONE,80.0,-,ADDITIONAL CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MINOR SPREADED,MINOR BLK,NONE,MEDIUM FEATHER,MEDIUM BLK,NONE,MEDIUM OPEN,SMALL OPEN
273278,Subject to Prior Sale,OVAL,1.7,D,VS1,,EX,EX,,FNT,10.700 - 6.480 X 3.670,GIA,5456813617,13600.0,32.0,9248.0,NONE,NONE,NONE,56.6,63.0,STK,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K128-273278/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K128-273278,https://thnk18.azureedge.net/img/CertImages/5456813617.jpg,,,,CRYSTAL  FEATHER  PINPOINT,NONE,NONE,NONE,100.0,-,ADDITIONAL PINPOINTS ARE NOT SHOWN. SURFACE GRAINING IS NOT SHOWN.,MINOR CRYSTAL,NONE,HAIR LINE,MINOR FEATHER,NONE,NONE,NONE,NONE
273299,Subject to Prior Sale,ROUND,0.64,G,SI1,EX,EX,EX,,NON,5.570 - 5.540 X 3.380,GIA,2457816617,2500.0,38.0,1550.0,NONE,NONE,NONE,60.9,60.0,MED,STK,4.5,Faceted,NON,,12.5,31.5,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/K428-273299/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K428-273299,https://thnk18.azureedge.net/img/CertImages/2457816617.jpg,,,,Cloud,NONE,PIN POINT BLK,LIGHT MILKY,100.0,-,,NONE,PIN POINT BLK,NONE,MINOR CRYSTAL,MINOR BLK,NONE,NONE,NONE
273301,Subject to Prior Sale,ROUND,0.55,F,SI1,EX,EX,EX,,NON,5.310 - 5.270 X 3.290,GIA,6455923674,2600.0,28.0,1872.0,NONE,NONE,NONE,62.2,55.0,MED,STK,3.5,FACETED,NON,,15.0,34.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/K405-273301/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K405-273301,https://thnk18.azureedge.net/img/CertImages/6455923674.jpg,,,,CRYSTAL,NONE,PIN POINT BLK,NONE,100.0,-,,MINOR CLOUD,PIN POINT BLK,NONE,MINOR FEATHER,PIN POINT BLK,NONE,NONE,NONE
273330,Subject to Prior Sale,ROUND,0.7,I,SI2,EX,EX,EX,,FNT,5.710 - 5.670 X 3.560,GIA,6455815838,2200.0,52.5,1045.0,NONE,NONE,NONE,62.5,57.0,THN,STK,3.5,FACETED,NON,,15.0,35.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/K427-273330/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K427-273330,https://thnk18.azureedge.net/img/CertImages/6455815838.jpg,,,,CRYSTAL  FEATHER,INSPECTION ADVISABLE,MEDIUM BLK,NONE,80.0,-,,MINOR FEATHER,MEDIUM BLK,NONE,MEDIUM FEATHER,MINOR BLK,SMALL OPEN,SMALL OPEN,MEDIUM OPEN
273341,Subject to Prior Sale,PEAR,3.5,K,SI2,,EX,EX,,NON,13.770 - 8.570 X 4.890,GIA,6451975937,8200.0,24.0,6232.0,NONE,NONE,NONE,57.1,59.0,STK,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K124-273341/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K124-273341,https://thnk18.azureedge.net/img/CertImages/6451975937.jpg,,,,FEATHER  TWINNING WISP  CRYSTAL  CLOUD  NEEDLE,NONE,MINOR BLK,NONE,80.0,-,ADDITIONAL TWINNING WISPS  ADDITIONAL CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MEDIUM FEATHER,MINOR BLK,HAIR LINE,MEDIUM FEATHER,MINOR BLK,HAIR LINE,NONE,NONE
273364,Subject to Prior Sale,ROUND,3.52,F,VVS1,EX,EX,EX,BLUE,MED,9.730 - 9.660 X 6.090,GIA,2221843545,42500.0,56.0,18700.0,NONE,NONE,NONE,62.8,58.0,MED,STK,4.0,FACETED,NON,,15.0,35.0,44.0,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/K124-273364/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K124-273364,https://thnk18.azureedge.net/img/CertImages/2221843545.jpg,,,,,NONE,NONE,NONE,100.0,-,CLARITY GRADE IS BASED ON INTERNAL GRAINING THAT IS NOT SHOWN.,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
273369,Subject to Prior Sale,ROUND,2.01,K,I1,EX,EX,EX,BLUE,STG,8.120 - 8.090 X 4.950,GIA,2467960091,5300.0,37.0,3339.0,NONE,NONE,NONE,61.1,60.0,MED,STK,4.0,FACETED,NON,,13.5,34.0,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/K137-273369/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K137-273369,https://thnk18.azureedge.net/img/CertImages/2467960091.jpg,,,,FEATHER,INSPECTION ADVISABLE,NONE,NONE,80.0,-,,MEDIUM FEATHER,NONE,NONE,NONE,NONE,NONE,NONE,NONE
273381,Subject to Prior Sale,ROUND,1.7,J,SI1,EX,EX,VG,,NON,7.600 - 7.550 X 4.790,IGI,564380031,6300.0,48.5,3244.5,NONE,NONE,NONE,63.1,56.0,MEDIUM (FACETED) ,,3.0,,NON,,16.5,36.6,43.5,41.1,MUM,https://thnk18.azureedge.net/img/images/imaged/K425-273381/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K425-273381,https://thnk18.azureedge.net/img/CertImages/564380031.jpg,,,,,NONE,MINOR BLK,NONE,90.0,-,N/A,MINOR CRYSTAL,MINOR BLK,NONE,MINOR FEATHER,PIN POINT BLK,MEDIUM OPEN,SMALL OPEN,NONE
273384,Subject to Prior Sale,PEAR,1.5,D,SI2,,EX,VG,BLUE,MED,9.750 - 6.300 X 3.910,GIA,1459871245,8100.0,55.0,3645.0,NONE,NONE,NONE,62.1,60.0,MED,VTK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K427-273384/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K427-273384,https://thnk18.azureedge.net/img/CertImages/1459871245.jpg,,,,CRYSTAL  FEATHER  CAVITY  INDENTED NATURAL,NONE,HEAVY BLK,NONE,80.0,-,PINPOINTS ARE NOT SHOWN.,MINOR CRYSTAL,HEAVY BLK,NONE,MINOR CRYSTAL,MEDIUM BLK,SMALL OPEN,SMALL OPEN,SMALL OPEN
273387,Subject to Prior Sale,PEAR,1.5,J,SI1,,EX,EX,,FNT,9.850 - 6.380 X 3.890,GIA,6452894685,5600.0,35.0,3640.0,NONE,NONE,NONE,60.9,63.0,MED,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K126-273387/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K126-273387,https://thnk18.azureedge.net/img/CertImages/6452894685.jpg,,,,FEATHER  CRYSTAL  CAVITY  NEEDLE,NONE,MINOR BLK,NONE,90.0,-,PINPOINTS ARE NOT SHOWN. SURFACE GRAINING IS NOT SHOWN.,MEDIUM FEATHER,MINOR BLK,SMALL OPEN,MINOR FEATHER,PIN POINT BLK,NONE,NONE,SMALL OPEN
273388,Subject to Prior Sale,RADIANT MODIFIED BRILLIANT,1.71,D,VS1,,EX,EX,,NON,8.170 - 6.140 X 3.940,GIA,6452827562,13600.0,35.5,8772.0,NONE,NONE,NONE,64.1,68.0,THK,VTK,0.0,POLISHED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K136-273388/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K136-273388,https://thnk18.azureedge.net/img/CertImages/6452827562.jpg,,,,CRYSTAL  FEATHER  NEEDLE  PINPOINT,NONE,MINOR BLK,NONE,100.0,-,,MINOR FEATHER,MINOR BLK,HAIR LINE,NONE,NONE,NONE,NONE,NONE
273421,Subject to Prior Sale,ROUND,0.9,J,SI2,VG,EX,VG,,FNT,6.090 - 6.020 X 3.900,GIA,6452870910,3000.0,57.0,1290.0,NONE,NONE,NONE,64.5,58.0,MED,THK,4.5,FACETED,NON,,15.5,36.0,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/K428-273421/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K428-273421,https://thnk18.azureedge.net/img/CertImages/6452870910.jpg,,,,CLOUD  FEATHER,MIX TINGE 1,NONE,LIGHT MILKY,85.0,-,,NONE,NONE,NONE,MEDIUM FEATHER,NONE,HAIR LINE,NONE,NONE
273424,Subject to Prior Sale,OVAL,0.7,D,SI1,,EX,VG,,NON,7.140 - 5.070 X 3.020,GIA,1458823937,3700.0,46.5,1979.5,NONE,NONE,NONE,59.5,62.0,MED,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K428-273424/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K428-273424,https://thnk18.azureedge.net/img/CertImages/1458823937.jpg,,,,CRYSTAL  CAVITY,NONE,MINOR BLK,NONE,95.0,-,,MINOR FEATHER,MINOR BLK,SMALL OPEN,MINOR FEATHER,MINOR BLK,HAIR LINE,NONE,SMALL OPEN
273449,Subject to Prior Sale,ROUND,2.51,K,SI1,EX,EX,EX,,STG,8.690 - 8.630 X 5.440,IGI,564380022,7300.0,54.0,3358.0,NONE,NONE,NONE,62.8,56.5,Medium (Faceted) ,,3.0,,,,15.5,35.2,44.0,41.4,MUM,https://thnk18.azureedge.net/img/images/imaged/K126-273449/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K126-273449,https://thnk18.azureedge.net/img/CertImages/564380022.jpg,,,,,NONE,PIN POINT BLK,NONE,80.0,-,N/A,MEDIUM FEATHER,PIN POINT BLK,NONE,MEDIUM FEATHER,PIN POINT BLK,HAIR LINE,HAIR LINE,HAIR LINE
273452,Subject to Prior Sale,ROUND,1.51,J,VS1,EX,EX,EX,,FNT,7.370 - 7.320 X 4.570,GIA,6452902487,7500.0,47.0,3975.0,NONE,NONE,NONE,62.3,58.0,MED,STK,4.0,Faceted,NON,,14.0,33.5,44.5,41.6,MUM,https://thnk18.azureedge.net/img/images/imaged/K428-273452/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K428-273452,https://thnk18.azureedge.net/img/CertImages/6452902487.jpg,,,,Crystal  Cloud  Needle  Feather,MIX TINGE 1,PIN POINT BLK,NONE,100.0,-,Additional clouds  pinpoints and surface graining are not shown.,NONE,PIN POINT BLK,NONE,MINOR FEATHER,PIN POINT BLK,NONE,NONE,NONE
273465,Subject to Prior Sale,ROUND,1.83,K,SI2,EX,EX,EX,,NON,8.070 - 8.050 X 4.690,GIA,7451977612,4800.0,22.0,3744.0,,,,58.2,60.0,MED,,2.5,Faceted,NON,,12.0,31.5,43.5,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K126-273465/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K126-273465,https://thnk18.azureedge.net/img/CertImages/7451977612.jpg,,,,Crystal  Feather  Cloud  Needle,NONE,MINOR BLK,NONE,85.0,-,Additional clouds  pinpoints and surface graining are not shown.,MINOR FEATHER,MINOR BLK,NONE,MEDIUM FEATHER,MINOR BLK,NONE,NONE,HAIR LINE
273472,Subject to Prior Sale,ROUND,1.7,J,SI2,EX,EX,EX,,NON,7.640 - 7.600 X 4.760,GIA,6452828734,5800.0,33.0,3886.0,NONE,NONE,NONE,62.5,56.0,THN,STK,3.0,Faceted,NON,,16.0,36.0,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K127-273472/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K127-273472,https://thnk18.azureedge.net/img/CertImages/6452828734.jpg,,,,Crystal  Feather  Needle,NONE,PIN POINT BLK,NONE,80.0,-,Pinpoints are not shown. A cloud is not shown.,MEDIUM CRYSTAL,PIN POINT BLK,NONE,MINOR FEATHER,PIN POINT BLK,HAIR LINE,NONE,HAIR LINE
273476,Subject to Prior Sale,ROUND,3.51,G,VVS1,EX,EX,EX,BLUE,MED,9.790 - 9.710 X 5.990,GIA,5456827218,35500.0,52.0,17040.0,NONE,NONE,NONE,61.5,61.0,MED,STK,4.5,FACETED,NON,,12.5,33.0,44.5,41.8,MUM,https://thnk18.azureedge.net/img/images/imaged/K124-273476/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K124-273476,https://thnk18.azureedge.net/img/CertImages/5456827218.jpg,,,,PINPOINT  FEATHER,NONE,NONE,NONE,100.0,-,,MINOR PINPOINT,NONE,NONE,NONE,NONE,NONE,NONE,NONE
273490,Subject to Prior Sale,ROUND,0.7,D,SI1,EX,EX,EX,,FNT,5.730 - 5.680 X 3.490,GIA,1459823947,4000.0,43.0,2280.0,NONE,NONE,NONE,61.1,59.0,MED,STK,3.5,FACETED,NON,,14.0,34.5,43.0,41.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K131-273490/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K131-273490,https://thnk18.azureedge.net/img/CertImages/1459823947.jpg,,,,FEATHER  CRYSTAL,NONE,MINOR BLK,NONE,85.0,-,,MINOR FEATHER,MINOR BLK,HAIR LINE,MINOR CLOUD,NONE,NONE,NONE,NONE
273501,Subject to Prior Sale,ROUND,0.9,J,VS2,EX,EX,EX,,NON,6.200 - 6.170 X 3.830,GIA,7452837263,3900.0,44.5,2164.5,,,,61.9,58.0,MED,STK,4.0,FACETED,NON,,14.0,34.0,44.0,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/K428-273501/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K428-273501,https://thnk18.azureedge.net/img/CertImages/7452837263.jpg,,,,CRYSTAL  FEATHER,INSPECTION ADVISABLE,PIN POINT BLK,NONE,100.0,-,,MINOR FEATHER,PIN POINT BLK,NONE,MINOR CLOUD,NONE,NONE,NONE,NONE
273508,Subject to Prior Sale,ROUND,0.55,F,VVS1,EX,EX,EX,,NON,5.440 - 5.400 X 3.160,GIA,2456824013,4700.0,21.0,3713.0,NONE,NONE,NONE,58.3,60.0,THN,MED,2.5,Faceted,NON,,12.5,31.5,43.5,41.2,MUM,https://thnk18.azureedge.net/img/images/imaged/K422-273508/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K422-273508,https://thnk18.azureedge.net/img/CertImages/2456824013.jpg,,,,Pinpoint  Cloud,NONE,NONE,NONE,100.0,-,,MINOR CLOUD,NONE,NONE,NONE,NONE,NONE,NONE,NONE
273517,Subject to Prior Sale,ROUND,1.2,K,VS2,EX,EX,EX,,NON,6.860 - 6.810 X 4.170,GIA,5453827901,4100.0,36.0,2624.0,NONE,NONE,NONE,61.0,57.0,MED,STK,3.5,FACETED,NON,,15.0,35.0,43.0,40.6,MUM,https://thnk18.azureedge.net/img/images/imaged/K428-273517R/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K428-273517R,https://thnk18.azureedge.net/img/CertImages/5453827901.jpg,,,,FEATHER  CLOUD  INDENTED NATURAL  NATURAL,INSPECTION ADVISABLE,NONE,NONE,100.0,-,ADDITIONAL CLOUDS ARE NOT SHOWN.,NONE,NONE,NONE,MINOR FEATHER,NONE,NONE,SMALL OPEN,NONE
273521,Subject to Prior Sale,OVAL MIX CUT,0.5,D,SI1,,EX,VG,,NON,7.500 - 3.680 X 2.170,GIA,7456843710,2500.0,54.0,1150.0,NONE,NONE,NONE,58.8,67.0,MED,VTK,0.0,POLISHED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K425-273521/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K425-273521,https://thnk18.azureedge.net/img/CertImages/7456843710.jpg,,,,CRYSTAL  FEATHER,NONE,MINOR BLK,NONE,95.0,-,,NONE,MINOR BLK,NONE,MINOR FEATHER,PIN POINT BLK,SMALL OPEN,SMALL OPEN,NONE
273525,Subject to Prior Sale,OVAL,1.0,K,SI2,,VG,VG,,NON,7.870 - 5.670 X 3.370,GIA,1459855999,2600.0,46.5,1391.0,NONE,NONE,NONE,59.5,57.0,THN,THK,0.0,FACETED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K134-273525/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K134-273525,https://thnk18.azureedge.net/img/CertImages/1459855999.jpg,,,,CRYSTAL  FEATHER  NEEDLE,NONE,PIN POINT BLK,NONE,90.0,-,CLOUDS  PINPOINTS AND SURFACE GRAINING ARE NOT SHOWN.,MINOR CLOUD,PIN POINT BLK,NONE,MINOR FEATHER,MINOR BLK,NONE,SMALL OPEN,HAIR LINE
273529,Subject to Prior Sale,FLAME,0.3,F,VS1,,EX,EX,,NON,5.680 - 3.120 X 1.770,GIA,1468432943,1900.0,28.0,1368.0,NONE,NONE,NONE,56.9,62.0,VTK,ETK,0.0,POLISHED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K426-273529R/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K426-273529R,https://thnk18.azureedge.net/img/CertImages/1468432943.jpg,,,,CRYSTAL  PINPOINT,NONE,NONE,NONE,100.0,-,,MINOR CLOUD,NONE,NONE,MINOR FEATHER,PIN POINT BLK,NONE,NONE,NONE
273537,Subject to Prior Sale,FLAME,0.51,G,VVS1,,VG,EX,,NON,6.710 - 3.980 X 2.080,GIA,6451850083,3000.0,35.0,1950.0,NONE,NONE,NONE,52.2,63.0,VTK,ETK,0.0,POLISHED,NON,,0.0,0.0,0.0,0.0,MUM,https://thnk18.azureedge.net/img/images/imaged/K409-273537/still.jpg,https://thnk18.azureedge.net/img/images/Vision360.html?d=K409-273537,https://thnk18.azureedge.net/img/CertImages/6451850083.jpg,,,,FEATHER,NONE,NONE,NONE,100.0,-,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
