REPORT_NO,CERTI_IMAGE,B2B_MP4,HEART_IMAGE,PLOTTING_IMAGE,PURITY,COLOR,REPORT_COMMENT,CROWN_ANGLE,CROWN_HEIGHT,CULET,CUT,DEPTH_PER,REAL_IMAGE,EYE_CLEAN,FLS,KEY_TO_SYMBOLS,LAB,LASER_INSCRIPTION,MEASUREMENT,LENGTH_1,WIDTH,DEPTH,PAV_ANGLE,PAV_HEIGHT,POLISH,RAP_PRICE,CTS,AVG_DIA,DISC_PER,NET_RATE,NET_VALUE,SHAPE,SHADE,SYMM,TABLE_PER,HA,PACKET_NO,LOCATION,CENTER_NATTS,SIDE_NATTS,CENTER_FEATHER,SIDE_FEATHER,CROWN_OPEN,POP,XTOP,BRAND,TYPE2_CERT,BRILLIANCY,DNA,ARROW_IMAGE,ASST_SCOPE_IMAGE,B2C_MP4,B2C_IMAGE,GIRDLE,COMMENTS,CERTI_LINK,VIDEO
2467640346,http://diamondmedia.s3.amazonaws.com/CERTPDF/2467640346.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3113104201&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/3113104201.gif,VS1,F,,52.15,15.72,NONE,,69.1,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113104201/still.jpg,Y,MED,Feather  Pinpoint  Indented Natural  Natural,GIA,GIA 2467640346,10.2*7.58*5.24,10.2,7.58,5.24,57.52,49.26,EX,35500,4.02,1.35,-54,16330,65646.6,EM,WHT,VG,67,,3113104201,USA,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/3113104201,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3113104201/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113104201/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113104201/still.jpg,THK - VTK,,,
6224980933,http://diamondmedia.s3.amazonaws.com/CERTPDF/6224980933.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303039301&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303039301.gif,VS1,I,,51.61,16.41,NONE,,67.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303039301/still.jpg,Y,NON,Crystal,GIA,GIA 6224980933,10.88*7.9*5.34,10.88,7.9,5.34,57.71,47.66,EX,20500,4.51,1.38,-25.5,15272.5,68878.98,EM,OWH,EX,64,,1303039301,IND,CN1,SN0,CW1,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1303039301,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303039301/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303039301/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303039301/still.jpg,THK,,,
5222940181,http://diamondmedia.s3.amazonaws.com/CERTPDF/5222940181.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=4143002201&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/4143002201.gif,VS1,L,Additional clouds are not shown.,48.89,12.64,NONE,VG,67.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/4143002201/still.jpg,Y,NON,Cloud  Needle,GIA,GIA 5222940181,10.97*7.67*5.19,10.97,7.67,5.19,59.33,51.28,EX,9500,4.33,1.43,-26,7030,30439.9,EM,LYL,EX,68,,4143002201,IND,CN0,SN0,CW2,SW1,N,N,N,,,EX,http://view.diadna.com/dna/4143002201,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/4143002201/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4143002201/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4143002201/still.jpg,THK,,,
5222833629,http://diamondmedia.s3.amazonaws.com/CERTPDF/5222833629.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402142501&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402142501.gif,FL,H,,50.78,11.02,NONE,,69.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402142501/still.jpg,Y,FNT,,GIA,GIA 5222833629,9.86*7.19*4.99,9.86,7.19,4.99,60.11,52.96,EX,24500,3.51,1.37,-58,10290,36117.9,EM,WHT,EX,68,,1402142501,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1402142501,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402142501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402142501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402142501/still.jpg,VTK - ETK,,,
2225993590,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225993590.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303049401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303049401.gif,IF,F,Minor details of polish are not shown.,49.94,13.38,NONE,VG,67.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303049401/still.jpg,Y,NON,,GIA,GIA 2225993590,9.44*6.9*4.66,9.44,6.9,4.66,58.3,50.19,EX,33500,3.01,1.37,-43,19095,57475.95,EM,WHT,EX,69,,1303049401,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1303049401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303049401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303049401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303049401/still.jpg,THK - VTK,,,
2225784720,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225784720.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402110401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402110401.gif,IF,G,Minor details of polish are not shown.,49.8,14.72,NONE,VG,67.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402110401/still.jpg,Y,NON,,GIA,GIA 2225784720,9.57*6.87*4.66,9.57,6.87,4.66,58.58,49.39,EX,30000,3.01,1.39,-45,16500,49665,EM,WHT,EX,65,,1402110401,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1402110401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402110401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402110401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402110401/still.jpg,THK,,,
6475013408,http://diamondmedia.s3.amazonaws.com/CERTPDF/6475013408.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403048101&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403048101.gif,IF,I,Minor details of polish are not shown.,49.94,15.76,NONE,,65.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403048101/still.jpg,Y,NON,,GIA,GIA 6475013408,9.83*7.04*4.63,9.83,7.04,4.63,55.24,46.65,EX,20000,3.06,1.4,-40.9,11820,36169.2,EM,OWH,EX,61,,1403048101,IND,CN0,SN0,CW0,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403048101,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403048101/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403048101/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403048101/still.jpg,STK - THK,,,
5463935948,http://diamondmedia.s3.amazonaws.com/CERTPDF/5463935948.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2303009401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/2303009401.gif,IF,J,Minor details of polish are not shown.,49.67,14.06,NONE,,68.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303009401/still.jpg,Y,MED,,GIA,GIA 5463935948,9.6*7*4.77,9.6,7,4.77,55.79,49.9,EX,15900,3.09,1.37,-50,7950,24565.5,EM,OWH,EX,68,,2303009401,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/2303009401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2303009401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303009401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303009401/still.jpg,THK - VTK,,,
2223990030,http://diamondmedia.s3.amazonaws.com/CERTPDF/2223990030.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1503006901&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1503006901.gif,VVS1,G,,49.62,14.97,NONE,VG,67.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1503006901/still.jpg,Y,NON,Pinpoint,GIA,GIA 2223990030,10.23*7.26*4.92,10.23,7.26,4.92,56.31,49.06,EX,27500,3.53,1.41,-35,17875,63098.75,EM,WHT,EX,67,,1503006901,IND,CN0,SN0,CW0,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1503006901,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1503006901/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1503006901/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1503006901/still.jpg,THK,,,
2223901250,http://diamondmedia.s3.amazonaws.com/CERTPDF/2223901250.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1113089202&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1113089202.gif,VVS1,H,,46.44,10.15,NONE,VG,67.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1113089202/still.jpg,Y,STG,Pinpoint,GIA,GIA 2223901250,10.13*7.44*5.03,10.13,7.44,5.03,58.29,54.53,EX,23000,3.51,1.36,-60,9200,32292,EM,WHT,EX,69,,1113089202,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1113089202,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1113089202/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113089202/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113089202/still.jpg,STK - THK,,,
2221957718,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221957718.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303039101&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303039101.gif,VVS1,J,,47.7,10.8,NONE,EX,65.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303039101/still.jpg,Y,NON,Pinpoint,GIA,GIA 2221957718,10.37*7.01*4.57,10.37,7.01,4.57,54.62,52.34,EX,14600,3.04,1.48,-33.2,9752.8,29648.51,EM,WHT,EX,68,,1303039101,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1303039101,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303039101/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303039101/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303039101/still.jpg,MED - STK,,,
5221986345,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221986345.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303039102&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303039102.gif,VVS1,J,,49.4,10.67,NONE,,66.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303039102/still.jpg,Y,NON,Pinpoint,GIA,GIA 5221986345,9.91*7.07*4.72,9.91,7.07,4.72,55.1,53.44,EX,14600,3.01,1.4,-33.1,9767.4,29399.87,EM,OWH,EX,69,,1303039102,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1303039102,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303039102/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303039102/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303039102/still.jpg,STK,,,
2225992540,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225992540.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1503006602&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1503006602.gif,VVS2,F,Additional pinpoints are not shown.,46.15,11.22,NONE,EX,66.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1503006602/still.jpg,Y,NON,Pinpoint  Needle,GIA,GIA 2225992540,9.86*7.04*4.67,9.86,7.04,4.67,54.83,51.62,EX,28000,3.03,1.4,-37,17640,53449.2,EM,WHT,EX,67,,1503006602,IND,CN0,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1503006602,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1503006602/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1503006602/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1503006602/still.jpg,THK,,,
6224540973,http://diamondmedia.s3.amazonaws.com/CERTPDF/6224540973.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1702004601&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1702004601.gif,VVS2,G,Additional pinpoints are not shown.,48.11,10.47,NONE,,68,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1702004601/still.jpg,Y,NON,Pinpoint  Feather  Cloud,GIA,GIA 6224540973,10.53*6.85*4.66,10.53,6.85,4.66,54.42,55.09,EX,25000,3.01,1.54,-45,13750,41387.5,EM,WHT,VG,69,,1702004601,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1702004601,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1702004601/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1702004601/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1702004601/still.jpg,STK - THK,,,
2467767100,http://diamondmedia.s3.amazonaws.com/CERTPDF/2467767100.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=4133000902&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/4133000902.gif,VVS2,G,Additional clouds are not shown.,51.52,10.72,VERY SMALL,,66.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/4133000902/still.jpg,Y,NON,Cloud  Feather  Needle,GIA,GIA 2467767100,9.67*7.09*4.73,9.67,7.09,4.73,54.4,52.34,EX,25000,3,1.36,-45,13750,41250,EM,WHT,EX,71,,4133000902,USA,CN0,SN0,CW1,SW2,N,N,N,,,EX,http://view.diadna.com/dna/4133000902,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/4133000902/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4133000902/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4133000902/still.jpg,THK,,,
5221986396,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221986396.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403048301&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403048301.gif,VVS2,J,Additional pinpoints are not shown.,51.24,8.86,NONE,,66.3,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403048301/still.jpg,Y,FNT,Needle  Pinpoint  Feather,GIA,GIA 5221986396,9.71*7.26*4.81,9.71,7.26,4.81,56.23,55.69,EX,13900,3.01,1.34,-42.5,7992.5,24057.43,EM,OWH,EX,69,,1403048301,IND,CN1,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403048301,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403048301/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403048301/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403048301/still.jpg,THN - STK,,,
2467114758,http://diamondmedia.s3.amazonaws.com/CERTPDF/2467114758.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3113046902&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/3113046902.gif,VVS2,K,Surface graining is not shown.,0,0,NONE,,67,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113046902/still.jpg,Y,NON,Feather,GIA,,10.15*7.47*5.01,10.15,7.47,5.01,0,0,EX,10800,3.5,1.36,-33,7236,25326,EM,LYL,EX,69,,3113046902,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/3113046902,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3113046902/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113046902/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113046902/still.jpg,STK,,,
2225979713,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225979713.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403047001&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403047001.gif,VS1,E,Additional pinpoints are not shown. Surface graining is not shown.,51.87,15.97,NONE,,67.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403047001/still.jpg,Y,NON,Crystal  Pinpoint,GIA,GIA 2225979713,10.68*6.56*4.43,10.68,6.56,4.43,52.18,48.99,EX,28000,3,1.63,-40,16800,50400,EM,WHT,VG,67,,1403047001,IND,CN1,SN0,CW1,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403047001,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403047001/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403047001/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403047001/still.jpg,STK - THK,,,
2221745771,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221745771.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402083801&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402083801.gif,VS1,F,Pinpoints are not shown.,46.29,14.85,NONE,VG,67.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402083801/still.jpg,Y,NON,Crystal  Needle  Cloud,GIA,GIA 2221745771,10.39*6.66*4.52,10.39,6.66,4.52,54.25,49.03,EX,25000,3.02,1.56,-36,16000,48320,EM,WHT,EX,63,,1402083801,USA,CN1,SN1,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1402083801,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402083801/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402083801/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402083801/still.jpg,THK,,,
1226912354,http://diamondmedia.s3.amazonaws.com/CERTPDF/1226912354.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403037401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403037401.gif,VS1,F,Pinpoints are not shown.,49.12,14.26,NONE,,67.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403037401/still.jpg,Y,NON,Cloud  Feather  Needle,GIA,GIA 1226912354,9.59*6.94*4.7,9.59,6.94,4.7,58.5,51.63,EX,25000,3.01,1.38,-40,15000,45150,EM,WHT,VG,67,,1403037401,IND,CN1,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403037401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403037401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403037401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403037401/still.jpg,MED,,,
5222952126,http://diamondmedia.s3.amazonaws.com/CERTPDF/5222952126.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403047301&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403047301.gif,VS1,G,,49.56,16.45,NONE,,68.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403047301/still.jpg,Y,NON,Cloud  Crystal  Feather  Pinpoint,GIA,GIA 5222952126,9.69*6.62*4.55,9.69,6.62,4.55,59.65,46.54,EX,22500,3.01,1.46,-41.5,13162.5,39619.13,EM,WHT,VG,61,,1403047301,IND,CN2,SN0,CW1,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403047301,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403047301/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403047301/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403047301/still.jpg,VTK,,,
6224950706,http://diamondmedia.s3.amazonaws.com/CERTPDF/6224950706.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403047801&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403047801.gif,VS1,G,Pinpoints are not shown.,52.01,15.2,NONE,,68.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403047801/still.jpg,Y,NON,Crystal  Cloud  Needle,GIA,GIA 6224950706,9.24*6.83*4.7,9.24,6.83,4.7,58.49,48.73,EX,22500,3.01,1.35,-41.5,13162.5,39619.13,EM,WHT,EX,64,,1403047801,IND,CN1,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403047801,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403047801/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403047801/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403047801/still.jpg,VTK,,,
2221753904,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221753904.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1402100701&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1402100701.gif,VS1,H,,49.68,13.08,NONE,VG,67.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1402100701/still.jpg,Y,NON,Cloud  Needle  Indented Natural  Natural,GIA,GIA 2221753904,9.53*6.99*4.72,9.53,6.99,4.72,56.97,51.15,EX,20000,3.01,1.36,-40,12000,36120,EM,WHT,EX,67,,1402100701,USA,CN1,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1402100701,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1402100701/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402100701/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1402100701/still.jpg,THK,,,
2225940637,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225940637.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303004401&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303004401.gif,VS1,I,Additional clouds are not shown. Additional pinpoints are not shown.,52.99,16.67,NONE,,68,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303004401/still.jpg,Y,NON,Crystal  Cloud  Pinpoint  Natural,GIA,GIA 2225940637,10.08*7.34*5,10.08,7.34,5,58.35,46.28,EX,17000,3.8,1.37,-29,12070,45866,EM,OWH,EX,65,,1303004401,IND,CN1,SN0,CW1,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1303004401,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303004401/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303004401/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303004401/still.jpg,VTK,,,
1226972714,http://diamondmedia.s3.amazonaws.com/CERTPDF/1226972714.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1303049301&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1303049301.gif,VS1,I,Additional pinpoints are not shown.,50.82,12.1,NONE,,67.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1303049301/still.jpg,Y,NON,Feather  Needle  Pinpoint  Cloud,GIA,GIA 1226972714,9.58*6.89*4.65,9.58,6.89,4.65,59.68,51.51,EX,17000,3.02,1.39,-40.5,10115,30547.3,EM,OWH,EX,68,,1303049301,IND,CN1,SN0,CW2,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1303049301,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1303049301/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303049301/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1303049301/still.jpg,THK,,,
6227839175,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227839175.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302224501&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1302224501.gif,VS1,J,,51.94,15.8,NONE,,68.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302224501/still.jpg,Y,NON,Feather,GIA,GIA 6227839175,9.22*6.85*4.69,9.22,6.85,4.69,56.48,47.11,EX,13100,3.01,1.35,-40.1,7846.9,23619.17,EM,OWH,EX,68,,1302224501,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1302224501,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302224501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302224501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302224501/still.jpg,VTK,,,
5221983380,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221983380.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1153004801&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1153004801.gif,VS1,K,,50.98,14.55,NONE,,67.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1153004801/still.jpg,Y,NON,Crystal  Feather,GIA,GIA 5221983380,10.19*7.45*5.04,10.19,7.45,5.04,59.28,49.84,EX,10000,3.8,1.37,-8.9,9110,34618,EM,LYL,EX,68,,1153004801,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1153004801,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1153004801/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1153004801/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1153004801/still.jpg,STK - THK,,,
