REPORT_NO,CERTI_IMAGE,B2B_MP4,HEART_IMAGE,PLOTTING_IMAGE,PURITY,COLOR,REPORT_COMMENT,CROWN_ANGLE,CROWN_HEIGHT,CULET,CUT,DEPTH_PER,REAL_IMAGE,EYE_CLEAN,FLS,KEY_TO_SYMBOLS,LAB,LASER_INSCRIPTION,MEASUREMENT,LENGTH_1,WIDTH,DEPTH,PAV_ANGLE,PAV_HEIGHT,POLISH,RAP_PRICE,CTS,AVG_DIA,DISC_PER,NET_RATE,NET_VALUE,SHAPE,SHADE,SYMM,TABLE_PER,HA,PACKET_NO,LOCATION,CENTER_NATTS,SIDE_NATTS,CENTER_FEATHER,SIDE_FEATHER,CROWN_OPEN,POP,XTOP,BRAND,TYPE2_CERT,BRILLIANCY,DNA,ARROW_IMAGE,ASST_SCOPE_IMAGE,B2C_MP4,B2C_IMAGE,GIRDLE,COMMENTS,CERTI_LINK,VIDEO
2447673368,http://diamondmedia.s3.amazonaws.com/CERTPDF/2447673368.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=444073032&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/444073032/Heart_Black_BG.jpg,false,IF,H,,32.5,13,NONE,EX,60.1,http://diamondmedia.s3.amazonaws.com/B2B/imaged/444073032/still.jpg,Y,FNT,Minor Details of Polish,GIA,GIA 2447673368,4.12*4.1*2.47,4.12,4.1,2.47,41,43,EX,1610,0.25,0,-30.4,1120.56,280.14,RD,WHT,EX,59,VG,444073032,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/444073032,http://diamondmedia.s3.amazonaws.com/B2B/imaged/444073032/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/444073032/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/444073032/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/444073032/still.jpg,MED - STK,,,
6227891794,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227891794.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1843007302&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1843007302/Heart_Black_BG.jpg,false,VVS1,D,,32,12.5,NONE,EX,61.5,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1843007302/still.jpg,Y,NON,Pinpoint,GIA,GIA 6227891794,4.11*4.08*2.52,4.11,4.08,2.52,41.8,44.5,EX,1830,0.26,0,-16.4,1529.88,397.77,RD,WHT,VG,60,VG,1843007302,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1843007302,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1843007302/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1843007302/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1843007302/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1843007302/still.jpg,STK,,,
2221967120,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221967120.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403059702&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403059702/Heart_Black_BG.jpg,false,VVS1,E,,32.5,13,NONE,EX,60.3,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403059702/still.jpg,Y,NON,Pinpoint  Feather,GIA,GIA 2221967120,4.21*4.19*2.54,4.21,4.19,2.54,41.2,43.5,EX,1830,0.27,0,-15.9,1539.03,415.54,RD,WHT,EX,59,VG,1403059702,IND,CN0,SN0,CW0,SW0,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403059702,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403059702/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403059702/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403059702/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403059702/still.jpg,MED - STK,,,
6452798977,http://diamondmedia.s3.amazonaws.com/CERTPDF/6452798977.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1602045902&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1602045902/Heart_Black_BG.jpg,false,VVS1,G,,34,13.5,NONE,EX,62.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1602045902/still.jpg,Y,FNT,Pinpoint,GIA,GIA 6452798977,3.93*3.9*2.44,3.93,3.9,2.44,41.8,44.5,EX,1610,0.23,0,-28.4,1152.76,265.13,RD,WHT,EX,60,VG,1602045902,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1602045902,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1602045902/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1602045902/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1602045902/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1602045902/still.jpg,MED - STK,,,
5466510405,http://diamondmedia.s3.amazonaws.com/CERTPDF/5466510405.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1893015100&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893015100/Heart_Black_BG.jpg,false,VVS2,E,,32.5,13,NONE,EX,59.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893015100/still.jpg,Y,FNT,Needle  Pinpoint,GIA,GIA 5466510405,4.18*4.15*2.48,4.18,4.15,2.48,40.8,43,EX,1830,0.26,0,-29.2,1295.6399999999999,336.87,RD,WHT,EX,59,VG,1893015100,IND,CN0,SN0,CW0,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1893015100,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893015100/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1893015100/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1893015100/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1893015100/still.jpg,MED - STK,,,
6465255241,http://diamondmedia.s3.amazonaws.com/CERTPDF/6465255241.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1113021302&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1113021302/Heart_Black_BG.jpg,false,VVS2,F,,32,12.5,NONE,EX,60.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1113021302/still.jpg,Y,FNT,Pinpoint,GIA,GIA 6465255241,3.91*3.88*2.35,3.91,3.88,2.35,41.8,44.5,EX,1510,0.21,0,-24.9,1134.01,238.14,RD,WHT,EX,60,VG,1113021302,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1113021302,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1113021302/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1113021302/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113021302/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113021302/still.jpg,MED - STK,,,
5446827439,http://diamondmedia.s3.amazonaws.com/CERTPDF/5446827439.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302108602&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302108602/Heart_Black_BG.jpg,false,VVS2,G,,34,14,NONE,EX,61.1,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302108602/still.jpg,Y,NON,Cloud  Pinpoint  Surface Graining,GIA,GIA 5446827439,3.98*3.96*2.42,3.98,3.96,2.42,41.2,43.5,EX,1610,0.23,0,-24.4,1217.16,279.95,RD,WHT,EX,59,VG,1302108602,IND,CN0,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1302108602,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302108602/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302108602/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302108602/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302108602/still.jpg,MED - STK,,,
1459826879,http://diamondmedia.s3.amazonaws.com/CERTPDF/1459826879.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302210902&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302210902/Heart_Black_BG.jpg,false,VS1,E,,33.5,13,NONE,EX,61.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302210902/still.jpg,Y,STG,Feather  Pinpoint,GIA,GIA 1459826879,3.94*3.91*2.43,3.94,3.91,2.43,41.8,44.5,EX,1550,0.23,0,-34.5,1015.25,233.51,RD,WHT,VG,60,VG,1302210902,IND,CN0,SN0,CW0,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1302210902,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302210902/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302210902/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302210902/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302210902/still.jpg,MED - STK,,,
6227920492,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227920492.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1893024800&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893024800/Heart_Black_BG.jpg,false,VS2,D,,32,13,NONE,EX,59.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893024800/still.jpg,Y,NON,Needle  Crystal  Feather,GIA,GIA 6227920492,4.25*4.22*2.53,4.25,4.22,2.53,40.8,43,EX,1550,0.28,0,-19.2,1252.4,350.67,RD,WHT,EX,59,VG,1893024800,IND,CN1,SN1,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1893024800,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893024800/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1893024800/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1893024800/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1893024800/still.jpg,MED - STK,,,
6224922110,http://diamondmedia.s3.amazonaws.com/CERTPDF/6224922110.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1893011400&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893011400/Heart_Black_BG.jpg,false,VS2,G,,34,14,NONE,EX,60.3,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893011400/still.jpg,Y,NON,Crystal,GIA,GIA 6224922110,4.21*4.19*2.53,4.21,4.19,2.53,40.6,42.5,EX,1350,0.27,0,-18.2,1104.3,298.16,RD,WHT,EX,59,VG,1893011400,IND,CN1,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1893011400,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1893011400/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1893011400/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1893011400/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1893011400/still.jpg,MED - STK,,,
6441581872,http://diamondmedia.s3.amazonaws.com/CERTPDF/6441581872.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=146156253&sr=10&s=20,http://diamondmedia.s3.amazonaws.com/B2B/imaged/146156253/Heart_Black_BG.jpg,false,SI1,D,,32.5,13,NONE,EX,59.2,http://diamondmedia.s3.amazonaws.com/B2B/imaged/146156253/still.jpg,Y,NON,Cloud,GIA,GIA 6441581872,4.1*4.07*2.42,4.1,4.07,2.42,41,43.5,EX,1300,0.24,0,-10.8,1159.6,278.3,RD,WHT,EX,59,VG,146156253,IND,CN0,SN0,CW1,SW1,N,N,N,,,VG,http://view.diadna.com/dna/146156253,http://diamondmedia.s3.amazonaws.com/B2B/imaged/146156253/Arrow_Black_BG.jpg,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/146156253/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/146156253/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/146156253/still.jpg,THN - MED,,,
2225855505,http://diamondmedia.s3.amazonaws.com/CERTPDF/2225855505.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1782003201&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1782003201.gif,FL,D,,46.76,8.8,NONE,,67.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1782003201/still.jpg,Y,NON,,GIA,GIA 2225855505,15.29*10.38*7.05,15.29,10.38,7.05,55.18,56.53,EX,85000,10.01,1.47,-16,71400,714714,EM,WHT,EX,69,,1782003201,IND,CN0,SN0,CW0,SW0,N,N,N,,IA,EX,http://view.diadna.com/dna/1782003201,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1782003201/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1782003201/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1782003201/still.jpg,MED - THK,,,
5221980944,http://diamondmedia.s3.amazonaws.com/CERTPDF/5221980944.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1113088801&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1113088801.gif,VVS2,G,,53.38,11.76,NONE,,60.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1113088801/still.jpg,Y,MED,Pinpoint,GIA,GIA 5221980944,15.31*10.31*6.27,15.31,10.31,6.27,57.81,45.44,EX,47500,10.04,1.48,-30,33250,333830,EM,WHT,EX,67,,1113088801,IND,CN0,SN0,CW1,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1113088801,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1113088801/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113088801/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1113088801/still.jpg,THK,,,
2223906160,http://diamondmedia.s3.amazonaws.com/CERTPDF/2223906160.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2303001301&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/2303001301.gif,SI2,L,Additional clouds are not shown. Pinpoints are not shown.,52.19,13.86,NONE,,69.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303001301/still.jpg,N,NON,Crystal  Cloud  Feather  Needle  Indented Natural  Natural,GIA,HRD230000073381,12.3*9.1*6.34,12.3,9.1,6.34,57.6,50.77,EX,11000,7.01,1.35,-45,6050,42410.5,EM,LYL,EX,69,,2303001301,IND,CN2,SN0,CW2,SW1,N,Y,N,,,EX,http://view.diadna.com/dna/2303001301,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2303001301/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303001301/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303001301/still.jpg,STK - VTK,,,
6223992415,http://diamondmedia.s3.amazonaws.com/CERTPDF/6223992415.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1713003402&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1713003402.gif,VVS1,D,,53.7,11.34,NONE,,67.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1713003402/still.jpg,Y,STG,Pinpoint,GIA,GIA 6223992415,11.51*8.07*5.47,11.51,8.07,5.47,57.73,50.98,EX,68500,5.02,1.43,-65,23975,120354.5,EM,WHT,EX,68,,1713003402,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1713003402,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1713003402/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1713003402/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1713003402/still.jpg,VTK,,,
2221646347,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221646347.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1302073801&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1302073801.gif,VVS1,J,,49.84,10.8,NONE,,67.7,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1302073801/still.jpg,Y,NON,Pinpoint  Feather,GIA,GIA 2221646347,11.42*8.17*5.53,11.42,8.17,5.53,60.07,54.22,EX,24000,5.01,1.4,-37,15120,75751.2,EM,OWH,EX,69,,1302073801,IND,CN0,SN0,CW0,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1302073801,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1302073801/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302073801/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1302073801/still.jpg,STK,,,
6451872086,http://diamondmedia.s3.amazonaws.com/CERTPDF/6451872086.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=4142184402&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/4142184402.gif,VVS2,H,Additional clouds are not shown. Additional pinpoints are not shown.,47.93,10.86,NONE,EX,65,http://diamondmedia.s3.amazonaws.com/B2B/imaged/4142184402/still.jpg,Y,NON,Cloud  Feather  Pinpoint,GIA,GIA 6451872086,12.08*8.29*5.39,12.08,8.29,5.39,54.7,51.89,EX,39000,5.04,1.46,-38.5,23985,120884.4,EM,WHT,EX,68,,4142184402,USA,CN0,SN0,CW1,SW2,N,N,N,,,EX,http://view.diadna.com/dna/4142184402,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/4142184402/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4142184402/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4142184402/still.jpg,MED - STK,,,
1465126988,http://diamondmedia.s3.amazonaws.com/CERTPDF/1465126988.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=4143002001&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/4143002001.gif,VVS2,I,,49.94,12.03,NONE,,68.3,http://diamondmedia.s3.amazonaws.com/B2B/imaged/4143002001/still.jpg,Y,NON,Feather,GIA,GIA 1465126988,11.16*8.22*5.62,11.16,8.22,5.62,59.5,53.2,EX,29500,5.02,1.36,-42.5,16962.5,85151.75,EM,OWH,EX,69,,4143002001,USA,CN0,SN0,CW0,SW1,N,N,N,,,EX,http://view.diadna.com/dna/4143002001,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/4143002001/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4143002001/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/4143002001/still.jpg,STK - THK,,,
2221962449,http://diamondmedia.s3.amazonaws.com/CERTPDF/2221962449.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1212007701&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1212007701.gif,VS1,G,Additional pinpoints are not shown.,53.01,15.08,NONE,,68.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1212007701/still.jpg,Y,FNT,Crystal  Needle  Indented Natural  Pinpoint  Natural,GIA,GIA 2221962449,11.68*7.83*5.39,11.68,7.83,5.39,55.92,47.96,EX,45000,5.02,1.49,-53,21150,106173,EM,WHT,EX,68,,1212007701,IND,CN1,SN0,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/1212007701,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1212007701/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1212007701/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1212007701/still.jpg,VTK,,,
1226953563,http://diamondmedia.s3.amazonaws.com/CERTPDF/1226953563.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1403046501&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1403046501.gif,VS1,G,,48.45,13.22,NONE,VG,67.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1403046501/still.jpg,Y,NON,Cloud  Pinpoint  Needle  Indented Natural  Natural,GIA,GIA 1226953563,11.46*8.3*5.6,11.46,8.3,5.6,57.44,51.76,EX,45000,5.01,1.38,-44,25200,126252,EM,WHT,VG,68,,1403046501,IND,CN1,SN0,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1403046501,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1403046501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403046501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1403046501/still.jpg,MED - STK,,,
6227936685,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227936685.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2303005201&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/2303005201.gif,VS1,K,Additional clouds are not shown.,50.28,10.95,NONE,,68.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2303005201/still.jpg,Y,FNT,Crystal  Cloud  Pinpoint,GIA,GIA 6227936685,11.21*8.29*5.71,11.21,8.29,5.71,57.34,54.12,EX,17000,5.02,1.35,-45.4,9282,46595.64,EM,LYL,EX,68,,2303005201,IND,CN1,SN1,CW1,SW1,N,N,N,,,EX,http://view.diadna.com/dna/2303005201,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2303005201/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303005201/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2303005201/still.jpg,THK,,,
6432198106,http://diamondmedia.s3.amazonaws.com/CERTPDF/6432198106.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1132029201&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1132029201.gif,VS2,G,Pinpoints are not shown. Clouds are not shown.,51.86,11.64,NONE,,68.8,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1132029201/still.jpg,Y,NON,Feather  Crystal  Needle,GIA,GIA 6432198106,11.08*8.18*5.63,11.08,8.18,5.63,60.78,52.45,EX,38500,5.05,1.35,-45.5,20982.5,105961.63,EM,WHT,EX,68,,1132029201,USA,CN1,SN0,CW1,SW0,N,N,N,,,EX,http://view.diadna.com/dna/1132029201,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1132029201/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1132029201/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1132029201/still.jpg,VTK,,,
1469190713,http://diamondmedia.s3.amazonaws.com/CERTPDF/1469190713.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=3113045202&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/3113045202.gif,VS2,K,Pinpoints are not shown.,0,0,NONE,,66.6,http://diamondmedia.s3.amazonaws.com/B2B/imaged/3113045202/still.jpg,Y,NON,Crystal  Feather  Needle  Indented Natural  Natural,GIA,,11.49*8.49*5.65,11.49,8.49,5.65,0,0,EX,16000,5.01,1.35,-41,9440,47294.4,EM,,EX,70,,3113045202,IND,CN1,SN0,CW2,SW1,N,Y,Y,,,EX,http://view.diadna.com/dna/3113045202,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/3113045202/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113045202/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/3113045202/still.jpg,MED - STK,,,
2223912305,http://diamondmedia.s3.amazonaws.com/CERTPDF/2223912305.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2112007501&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/2112007501.gif,VS2,L,Additional clouds are not shown. Pinpoints are not shown.,49.75,10.75,NONE,,68.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2112007501/still.jpg,Y,NON,Cloud  Crystal  Feather  Needle,GIA,GIA 2223912305,11.14*8.31*5.68,11.14,8.31,5.68,57.36,53.67,EX,12500,5.01,1.34,-41,7375,36948.75,EM,LYL,EX,69,,2112007501,IND,CN1,SN0,CW2,SW1,N,N,Y,,,EX,http://view.diadna.com/dna/2112007501,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2112007501/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2112007501/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2112007501/still.jpg,THK - VTK,,,
6227436953,http://diamondmedia.s3.amazonaws.com/CERTPDF/6227436953.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=2112003402&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/2112003402.gif,SI1,D,Additional pinpoints are not shown.,50.08,9.93,NONE,,68.4,http://diamondmedia.s3.amazonaws.com/B2B/imaged/2112003402/still.jpg,N,MED,Crystal  Feather  Pinpoint,GIA,GIA 6227436953,11.56*8.26*5.65,11.56,8.26,5.65,58.24,55.26,EX,37500,5.01,1.4,-57.5,15937.5,79846.88,EM,WHT,VG,70,,2112003402,USA,CN0,SN0,CW2,SW1,N,Y,Y,,,EX,http://view.diadna.com/dna/2112003402,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/2112003402/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2112003402/video.mp4,http://diamondmedia.s3.amazonaws.com/B2C/imaged/2112003402/still.jpg,STK - THK,,,
5222986319,http://diamondmedia.s3.amazonaws.com/CERTPDF/5222986319.pdf,https://s3.amazonaws.com/diamondmedia/B2B/Vision360.html?d=1503003601&sr=10&s=20,false,http://diamondmedia.s3.amazonaws.com/PLOTTING/1503003601.gif,VS1,F,,50.91,15.66,NONE,,67.9,http://diamondmedia.s3.amazonaws.com/B2B/imaged/1503003601/still.jpg,Y,NON,Feather  Pinpoint,GIA,GIA 5222986319,10.89*8.02*5.45,10.89,8.02,5.45,54.15,49.15,EX,35500,4.5,1.36,-32,24140,108630,EM,WHT,EX,68,,1503003601,IND,CN0,SN1,CW1,SW1,N,N,N,CANADAMARK,,EX,http://view.diadna.com/dna/1503003601,false,https://diamondmedia.s3.us-east-1.amazonaws.com/B2B/imaged/1503003601/ASET_Black_BG.jpg,http://diamondmedia.s3.amazonaws.com/B2C/imaged/1503003601/video.mp4,false,STK - THK,,,
